"DOCUMENT_ID","TITLE","DOCUMENT_TYPE","DEPARTMENT","CREATED_AT","UPDATED_AT","VERSION","CHUNKED_CONTENT","CHUNK_INDEX"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","3. 中堅社員教育（入社4〜7年目）
   [目的]
   - 組織の中核としての役割認識
   - 業務の効率化・改善能力向上
   - 部下・後輩の育成能力強化
   - 専門分野でのエキスパート化

   [研修内容]
   - リーダーシップ開発研修
   - 業務改善手法研修
   - コーチング研修
   - 専門スキル高度化研修

4. 監督者教育（主任・係長クラス）
   [目的]
   - チームマネジメント能力の開発
   - 業務計画立案・実行力強化
   - 人財育成スキルの向上
   - 組織目標達成への貢献","4"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","[研修内容]
   - マネジメント基礎研修
   - 労務管理研修
   - 部下育成・評価研修
   - 目標設定・管理研修

5. 管理職教育（店長・課長クラス）
   [目的]
   - 経営視点の醸成
   - 組織マネジメント能力の強化
   - 戦略立案・実行力の向上
   - 次世代リーダーの育成

   [研修内容]
   - 経営戦略理解研修
   - 組織開発研修
   - 財務・数値管理研修
   - リスクマネジメント研修

■ 職種別専門教育プログラム","5"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","■ 職種別専門教育プログラム

1. 店舗運営スキル
   - 売場管理・レイアウト設計
   - 在庫管理・発注スキル
   - 損益管理・予算コントロール
   - 作業効率化・標準化手法

2. 商品知識
   - 部門別商品知識（青果・精肉・鮮魚・惣菜・グロサリー等）
   - 商品トレンド研修
   - メーカー工場見学
   - 品質管理・食品衛生

3. 接客サービス
   - 接客マナー・話法
   - クレーム対応
   - 顧客心理理解
   - 接客ロールプレイング","6"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","4. マーチャンダイジング
   - MD基礎理論
   - 売場構成・棚割作成
   - 販売計画策定
   - 商品開発プロセス

■ 教育方法と特色

1. 集合研修
   - 講義型研修
   - ワークショップ形式
   - ケーススタディ
   - グループディスカッション
   - ロールプレイング

2. OJT（実務を通じた教育）
   - トレーナー制度
   - 業務マニュアルの整備
   - 習熟度チェックリスト
   - フィードバック面談","7"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","3. Off-JT（実務外の教育）
   - 社内研修センターでの研修
   - 外部セミナー派遣
   - eラーニング
   - 社外交流研修

4. 自己啓発支援
   - 通信教育受講補助（費用の70%会社負担）
   - 推奨資格取得支援（合格時全額補助）
   - 社内勉強会の開催支援
   - 専門書籍購入補助

■ 研修評価とフォローアップ

1. 研修効果測定
   - 研修前後の知識・スキルテスト
   - 行動変容評価（360度評価）
   - 業績への影響分析
   - 受講者満足度調査","8"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","2. フォローアップ体制
   - 研修後アクションプランの実践
   - 上長によるOJTサポート
   - フォローアップセッションの実施
   - メンターによる継続的支援

3. 教育履歴の管理
   - 個人別教育履歴データベース
   - スキルマップの作成と更新
   - 次期教育計画への反映
   - 人事評価との連動

■ 年間教育スケジュール（2024年度）

4月-6月：
- 新入社員研修
- 新任管理職研修
- 食品衛生管理研修

7月-9月：
- 中堅社員研修
- 接客サービス向上研修
- 商品知識専門研修","9"
"DOC029","従業員教育プログラム基本方針","方針書","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","10月-12月：
- 若手社員フォローアップ研修
- 店長研修
- マーチャンダイジング研修

1月-3月：
- 次年度管理職候補研修
- 経営幹部研修
- 年度末振り返り研修

※ 本方針は2024年4月改訂版です。各店舗や部門の特性に応じて、本部人材開発部と
協議の上、独自の教育プログラムを追加することも推奨します。従業員一人ひとりの
成長がスノーリテールの成長につながるという認識のもと、積極的な人材育成に
取り組みましょう。","10"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","【スノーリテール 在庫管理・発注業務マニュアル】

■ 在庫管理の基本方針

スノーリテールでは「適正在庫の維持」「鮮度管理の徹底」「廃棄ロスの最小化」を
在庫管理の基本方針とします。お客様に新鮮で品質の良い商品を安定して提供するため、
計画的かつ効率的な在庫管理・発注を行いましょう。

■ 発注業務の基本

1. 発注計画の立案
   - 週間・日別の売上計画に基づく発注計画策定
   - 季節要因・天候要因・イベント要因の考慮
   - 特売商品の事前確保
   - 棚割変更・新商品導入時の調整","0"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","2. 発注のタイミング
   - 部門別発注締め時間の厳守
   - 青果・精肉・鮮魚：前日午前発注
   - 日配品：前日午後発注
   - 加工食品：週2回の定期発注
   - 緊急発注は例外的取扱い

3. 発注量の決定方法
   - 基本発注量＝予測販売数＋安全在庫−現在庫
   - 売れ筋商品：回転日数1〜2日分
   - 定番商品：回転日数2〜3日分
   - 季節商品：過去実績と季節係数を加味
   - 特売商品：通常の150〜200%の確保","1"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","4. 発注システムの活用
   - ハンディターミナルによる発注（基本）
   - 自動発注対象商品の確認と調整
   - 発注履歴の確認と活用
   - 発注エラーの確認と修正

■ 在庫管理の具体的手順

1. 日次在庫管理
   - 朝礼時の在庫状況確認
   - 欠品商品のチェックと対応
   - 売れ行き確認と追加発注判断
   - 夕方の在庫状況確認と翌日発注準備

2. 週次在庫管理
   - 週初めの在庫確認と発注計画
   - 週間販促商品の在庫確保
   - スローム−バー商品の特定と対策
   - 週末商品の確保（特に生鮮食品）","2"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","3. 在庫棚卸し
   - 定期棚卸：月1回実施
   - 実地棚卸手順の遵守
   - 在庫差異の分析と対策
   - 廃棄ロス・不明ロスの管理

4. 季節商品・特売商品の管理
   - 季節商品の早期確保と段階的発注
   - 特売商品の確保状況の確認
   - 売れ行きに応じた追加発注
   - 終売時の在庫調整

■ 部門別在庫管理のポイント

1. 青果部門
   - 鮮度管理を最優先
   - 天候要因による発注量調整
   - 産地切替時期の発注調整
   - 廃棄ロス率目標：3%以下","3"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","2. 精肉・鮮魚部門
   - 消費期限管理の徹底
   - 週末・特売商品の発注量管理
   - パック作業計画との連動
   - 加工度に応じた発注調整

3. 日配部門
   - 日付管理の徹底
   - メーカー欠品情報の早期把握
   - 代替商品の準備
   - 新商品・終売商品の管理

4. 加工食品部門
   - 定番商品の切らさない発注
   - 販促商品の事前確保
   - 棚割変更時の在庫調整
   - 季節商品の計画的導入・終売

■ 在庫分析と改善","4"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","■ 在庫分析と改善

1. 在庫回転率の管理
   - 部門別・カテゴリー別目標設定
   - 月次での進捗確認
   - 回転率低下商品の特定と対策
   - 死に筋商品の定義と対応

2. 欠品率の管理
   - 欠品率目標：1%以下
   - 欠品商品の記録と分析
   - 常習的欠品商品の発注方法見直し
   - メーカー・卸との情報連携強化

3. 廃棄ロスの管理
   - 部門別廃棄ロス目標設定
   - 日次廃棄記録の分析
   - ロス発生要因の特定
   - 値引き・加工対応の推進","5"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","4. 発注精度の向上
   - 予測精度の定期検証
   - 天候・イベント係数の精度向上
   - 発注担当者の教育・訓練
   - 成功事例の共有

■ 特殊状況への対応

1. 新店・改装店の発注
   - オープン在庫の確保
   - 段階的な通常発注への移行
   - 初動売上の分析と発注調整
   - オープン特需終了後の在庫調整

2. 災害時の発注対応
   - 災害対応商品の優先確保
   - 物流状況に応じた発注調整
   - 代替調達ルートの確保
   - 長期保存商品の在庫積増し","6"
"DOC025","在庫管理・発注業務マニュアル","マニュアル","商品部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","3. システムトラブル時の対応
   - 手動発注への切替手順
   - 緊急連絡先リストの確認
   - 過去データを参考にした発注
   - 復旧後の在庫調整

※ 本マニュアルは2024年3月改訂版です。各店舗の特性に応じて、店長判断で
一部調整が可能です。ただし、基本方針と在庫管理の原則は必ず遵守してください。","7"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","【スノーリテール 新人研修マニュアル】

■ 研修の目的

本研修は、スノーリテールの新入社員が企業理念を理解し、基本的な業務知識と
スキルを身につけ、早期に戦力として活躍できるようになることを目的としています。

■ 研修カリキュラム概要

【第1週：基礎研修】

1日目：オリエンテーション
- 企業理念・ビジョンの理解
- 会社の歴史と事業概要
- 組織構成と主要部門の役割
- 就業規則・福利厚生の説明

2日目：小売業の基礎知識
- 小売業界の動向と特性
- スノーリテールの市場ポジショニング
- 競合他社分析
- 小売業のビジネスモデル","0"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","3日目：接客サービスの基本
- 接客の5原則
- 挨拶・身だしなみ・言葉遣い
- お客様心理の理解
- クレーム対応の基本

4-5日目：商品知識基礎
- 各部門（青果・精肉・鮮魚・日配・加工食品等）の基礎知識
- PB商品の特徴と強み
- 商品表示の見方と説明方法
- 食品衛生と品質管理の基本

【第2週：実務研修】

1-3日目：レジ業務研修
- レジ操作の基本
- 金銭授受の注意点
- 不正防止対策
- 各種決済方法への対応

4-5日目：売場管理基礎研修
- 商品陳列の基本
- 在庫管理の基本
- 発注業務の流れ
- 値引き・廃棄の基準と手順

【第3-4週：部門別OJT研修】","1"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","【第3-4週：部門別OJT研修】

- 配属予定部門での実地研修
- 部門別商品知識の習得
- 部門別業務フローの習得
- 先輩社員によるマンツーマン指導

■ 研修実施方法

1. 座学研修
   - グループディスカッション形式
   - ケーススタディを活用した実践的学習
   - 小テストによる理解度確認
   - 研修テキストとオンラインコンテンツの併用

2. 実技研修
   - デモンストレーションと実践
   - ロールプレイング
   - 先輩社員によるフィードバック
   - 段階的な難易度設定","2"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","3. OJT（実務研修）
   - トレーナーによるマンツーマン指導
   - チェックリストによる習熟度確認
   - 日報による振り返りと課題設定
   - 定期的な面談によるフォローアップ

■ 評価方法

1. 知識理解度テスト
   - 各単元終了時に実施
   - 70%以上の正答率で合格
   - 不合格者への補習実施

2. 実技評価
   - 実技試験による評価
   - 評価シートによる客観的評価
   - 合格基準に満たない場合は再試験

3. 出席・態度評価
   - 出席率の確認（原則100%）
   - 積極性・協調性の評価
   - 挨拶・身だしなみの評価","3"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","4. 総合評価
   - 知識・実技・態度の総合評価
   - トレーナーと店長による最終評価
   - フィードバック面談の実施

■ 新人研修後のフォローアップ

1. メンター制度
   - 若手先輩社員によるメンタリング
   - 定期的な面談（月2回以上）
   - 悩み相談・キャリア支援

2. フォローアップ研修
   - 入社3ヶ月後のフォロー研修
   - 6ヶ月後のスキルアップ研修
   - 1年後の振り返り研修

3. 自己啓発支援
   - eラーニング教材の提供
   - 資格取得支援制度の案内
   - 自主勉強会の奨励

■ 研修担当者向け注意事項","4"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","■ 研修担当者向け注意事項

1. 研修準備
   - 事前に研修内容の確認と準備
   - 研修教材・備品の確認
   - 研修環境の整備
   - 受講者情報の事前確認

2. 研修実施のポイント
   - 理解度に合わせた進行調整
   - 質問しやすい雰囲気づくり
   - 具体例を交えた説明
   - 受講者の積極的参加促進

3. 多様性への配慮
   - 学習スタイルの個人差への対応
   - 外国人社員への言語サポート
   - 障がいのある社員への合理的配慮
   - 年齢・経験の差への配慮","5"
"DOC024","新人研修マニュアル","マニュアル","人材開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.0","4. 問題対応
   - 研修についていけない社員のフォロー
   - 欠席者への補講対応
   - 体調不良者への対応
   - ハラスメント防止と対応

※ 本マニュアルは2024年4月改訂版です。研修内容は職種・配属先によって
一部カスタマイズされます。研修に関する質問や提案は人材開発部まで
お寄せください。","6"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","【スノーリテール 在庫管理基準】

■ 在庫管理の基本方針

スノーリテールの在庫管理は「適正在庫の維持」と「鮮度管理の徹底」を基本方針とします。
過剰在庫による廃棄ロスと機会損失を最小化し、常にお客様に新鮮な商品を提供することを
目指します。

■ 発注管理","0"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","■ 発注管理

1. 発注タイミング
   【自動発注システム対象商品】
   - 日配品：毎日10時に自動計算
   - 加工食品：週3回（月・水・金）
   - 飲料・菓子：週2回（火・金）
   
   【手動発注商品】
   - 生鮮食品：毎日15時までに発注
   - 惣菜材料：前日17時までに発注
   - 特売商品：販促カレンダーに従い事前発注","1"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","2. 発注数量算定方法
   - 基本発注数量 = 予測販売数量 + 安全在庫 - 現在庫
   - 予測販売数量 = 過去4週平均 × 季節係数 × 曜日係数 × 天候係数
   - 安全在庫 = 平均販売数量 × リードタイム × 1.2

3. 発注権限
   - 通常発注：各部門担当者
   - 特別発注（通常の120%超）：部門チーフ承認
   - 大量発注（通常の150%超）：店長承認
   - 特別仕入れ：バイヤー申請、店長承認","2"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","4. 発注精度向上策
   - 週次の発注精度レポート確認
   - 月次の発注分析会議
   - AI需要予測システムとの照合
   - 気象情報、地域イベント情報の活用

■ 在庫管理

1. 在庫確認の頻度
   - 定番商品：毎日開店前
   - 特売商品：販売開始前、途中2回
   - 季節商品：午前・午後各1回
   - 日配品：朝・昼・夕3回

2. 在庫データ更新
   - バックヤード在庫：入荷時、棚出し時
   - 売場在庫：朝の在庫確認時、補充時
   - システム在庫：日次での実地棚卸との照合
   - 廃棄数：発生都度入力","3"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","3. 適正在庫水準（販売日数換算）
   - 青果：1〜2日分
   - 精肉：1〜3日分
   - 鮮魚：1日分
   - 惣菜：0.5日分
   - 日配品：2〜3日分
   - 加工食品：7〜14日分
   - 飲料・菓子：7〜10日分

4. 在庫回転率目標
   - 青果部門：週6.0回転
   - 精肉部門：週5.0回転
   - 鮮魚部門：週5.5回転
   - 惣菜部門：週7.0回転
   - 日配部門：週4.5回転
   - 加工食品部門：週1.5回転
   - 飲料・菓子部門：週1.2回転

■ 棚卸の実施","4"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","■ 棚卸の実施

1. 定期棚卸
   - 全店舗月末一斉棚卸：全商品対象
   - 週次抜取棚卸：高額商品、回転率の高い商品
   - 日次実地棚卸：生鮮3部門、惣菜部門

2. 棚卸方法
   - ハンディターミナルを使用
   - 2名1組で実施（読み上げ、入力分担）
   - バックヤード→売場の順で実施
   - 専用集計システムへの入力","5"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","3. 実地棚卸と理論在庫の差異分析
   - 許容範囲：生鮮・惣菜部門2%以内、その他部門1%以内
   - 差異原因調査：廃棄計上漏れ、検品ミス、商品ロス
   - 差異是正方法：原因対策の立案と実行
   - 差異が大きい場合の再棚卸の実施

■ 商品ロス管理

1. 商品ロスの分類
   - 破損ロス：取扱い不備による破損
   - 鮮度ロス：期限切れなど品質劣化
   - 値引きロス：値引き販売による差額
   - 不明ロス：原因不明の在庫減少","6"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","2. ロス目標値（売上比）
   - 青果部門：2.5%以下
   - 精肉部門：2.0%以下
   - 鮮魚部門：2.5%以下
   - 惣菜部門：3.0%以下
   - 日配部門：1.0%以下
   - 加工食品部門：0.5%以下
   - 全店合計：1.8%以下

3. ロス削減策
   - 適正発注による過剰在庫防止
   - 先入れ先出しの徹底
   - 値引き販売のタイミング最適化
   - 商品別ロス分析と対策立案

4. ロス記録
   - 廃棄記録：商品名、数量、理由を記録
   - 毎日の部門別ロス集計
   - 週次のロス分析会議
   - 月次のロス削減施策検討会議","7"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","■ 在庫管理システムの活用

1. 基本機能
   - 自動発注機能
   - 在庫照会機能
   - ロス分析機能
   - 棚卸機能

2. 日々の活用方法
   - 朝礼時：前日売上、在庫状況確認
   - 発注時：推奨発注数の確認と調整
   - 昼間：売上進捗、在庫推移確認
   - 夕方：翌日の在庫予測確認

3. 活用のポイント
   - 季節変動要因の手動調整
   - 特殊要因（天候、イベント）の反映
   - システム予測と経験則のバランス
   - 定期的なパラメータの見直し

■ 店舗間の在庫移動","8"
"DOC018","在庫管理基準","基準書","店舗運営部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.5","■ 店舗間の在庫移動

1. 移動対象商品
   - 売れ筋商品の欠品補充
   - 季節商品の過不足調整
   - 消費期限が近い商品の有効活用

2. 移動手順
   - 店舗間在庫照会システムで確認
   - 提供店舗、受取店舗双方の合意
   - 専用移動伝票の作成
   - 配送手配と受領確認

3. 移動時の注意点
   - 商品状態の確認
   - 温度管理の徹底
   - 移動時間の最小化
   - システム上の在庫移動処理

※ 本基準は2024年4月改訂版です。在庫管理システムのアップデートに伴い、
一部機能が変更されています。基準値は四半期ごとに見直されます。","9"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","【スノーリテール クレーム対応手順書】

■ クレーム対応の基本姿勢

お客様からのクレームは、私たちの商品・サービスを改善する貴重な機会です。
感情的にならず、誠実に対応し、問題解決とお客様満足度の回復に努めましょう。

■ 基本的な対応の流れ（LASCAR法）

L（Listen）：傾聴する
- お客様の話を最後まで中断せずに聞く
- メモを取りながら要点を確認
- 共感の言葉や相づちで傾聴していることを示す","0"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","A（Apologize）：謝罪する
- 状況に関わらず、まずはお客様の不快な思いに対して謝罪
- 「ご不快な思いをさせてしまい、申し訳ございません」
- 謝罪は簡潔に、繰り返しすぎない

S（Solve）：解決策を提示する
- 可能な解決策を複数提案
- 店舗で即時対応できることを優先的に提案
- 対応に時間がかかる場合は経過報告の時期を伝える

C（Confirm）：確認する
- 提案した解決策にお客様が納得されているか確認
- 「このような対応でよろしいでしょうか？」
- 追加の要望がないか確認","1"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","A（Act）：行動する
- 約束した対応を迅速に実行
- 関係部署との連携を円滑に行う
- 対応の進捗状況を適宜報告

R（Record）：記録する
- クレーム内容と対応策を記録
- 類似事例の防止策を検討
- 定期的な分析で再発防止に活かす

■ クレームの種類別対応例

1. 商品品質に関するクレーム
   【対応例】
   - 商品の状態を確認し、写真撮影（可能であれば）
   - 商品交換または返金処理
   - 同一ロットの商品チェック
   - 製造元への報告（必要に応じて）","2"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","2. 接客態度に関するクレーム
   【対応例】
   - 該当スタッフの特定は避け、まずお詫び
   - 具体的な状況を確認（日時・場所・内容）
   - 接客教育の強化を約束
   - 必要に応じて店長から直接お詫び

3. 価格表示に関するクレーム
   【対応例】
   - 実際の表示を確認
   - 表示に誤りがあれば正しい価格で販売
   - POP・価格表示の即時修正
   - 同様の表示ミスがないか全店舗チェック","3"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","4. 店舗設備に関するクレーム
   【対応例】
   - 該当設備の状況確認
   - 応急処置で対応可能か判断
   - 修理依頼と完了予定日の案内
   - 代替手段の提案（必要に応じて）

■ エスカレーション基準

以下の場合は、速やかに上位者（店長・エリアマネージャー）にエスカレーション：
1. 法的責任が問われる可能性がある場合
2. お客様のケガや健康被害が発生した場合
3. 金銭的な賠償が必要と思われる場合
4. SNSなどで拡散する可能性がある場合
5. 報道機関が関与する可能性がある場合
6. 同一お客様から複数回のクレームがある場合

■ 記録と報告","4"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","■ 記録と報告

1. クレーム受付記録フォーム（店舗システム内）に入力
   - 日時、お客様情報（任意）
   - クレーム内容（5W1H）
   - 対応内容と結果
   - 再発防止策

2. 週次クレーム報告会議で共有
   - 全店舗の事例を共有
   - 水平展開すべき対策の検討
   - 再発防止策の効果確認

■ 再発防止の取り組み

1. クレーム原因の分析（月次）
2. 社内教育への反映
3. 業務プロセスの見直し
4. 商品開発へのフィードバック","5"
"DOC013","クレーム対応手順書","マニュアル","カスタマーサービス部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.4","※ 本手順書は2024年2月改訂版です。クレーム対応後は必ず上長に報告し、対応内容の
振り返りを行ってください。お客様からの貴重なご意見を今後の改善に活かしましょう。","6"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","【スノーリテール 従業員行動規範】

■ 行動規範の目的と適用範囲

本行動規範は、スノーリテールの全従業員が企業理念に基づいた行動をとるための
指針です。正社員、パート・アルバイト、契約社員、派遣社員など雇用形態を問わず、
スノーリテールで働く全ての人々に適用されます。

■ 企業理念と行動指針

企業理念：「食と暮らしの豊かさを創造し、地域社会に貢献する」

行動指針：
1. 顧客満足を最優先する
2. 品質と安全に妥協しない
3. 地域社会との共生を図る
4. 公正・透明な事業活動を行う
5. 従業員の成長と働きがいを大切にする

■ お客様に対する行動規範","0"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","■ お客様に対する行動規範

1. お客様対応の基本
   - 笑顔と挨拶を欠かさない
   - お客様の立場に立って考える
   - 迅速かつ丁寧な対応を心がける
   - わからないことは必ず確認する

2. 商品・サービスの提供
   - 安全で高品質な商品のみを提供する
   - 正確かつわかりやすい情報を提供する
   - 誇大広告や虚偽表示は行わない
   - お客様の声を商品・サービス改善に活かす","1"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","3. 個人情報保護
   - お客様の個人情報を適切に管理する
   - 業務目的以外での個人情報の利用禁止
   - 個人情報の社外持ち出し禁止
   - 漏洩事故発生時は迅速に報告・対応する

■ 職場における行動規範

1. 相互尊重
   - 役職や雇用形態による差別をしない
   - 多様な価値観や個性を尊重する
   - ハラスメント行為は絶対に行わない
   - 協力し合い、チームワークを大切にする

2. 公正な評価と育成
   - 能力と成果に基づく公正な評価
   - 成長機会の公平な提供
   - 積極的な知識・技術の共有
   - 後進の育成に努める","2"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","3. 安全衛生の確保
   - 安全手順の遵守
   - 不安全行動・状態の報告
   - 心身の健康管理
   - 適切な労働時間の管理

4. 会社資産の保護
   - 会社資産の私的利用禁止
   - 知的財産の適切な管理
   - 経費の適正利用
   - 情報セキュリティルールの遵守

■ 公正な事業活動

1. 法令遵守
   - 食品衛生法・JAS法・景品表示法等の遵守
   - 労働関連法規の遵守
   - 環境関連法規の遵守
   - 知的財産権の尊重","3"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","2. 公正な取引
   - 取引先との対等なパートナーシップ構築
   - 優越的地位の濫用禁止
   - 贈収賄の禁止
   - 利益相反行為の回避

3. 反社会的勢力との関係遮断
   - 反社会的勢力との取引禁止
   - 不当要求には毅然とした対応
   - 疑わしい団体・個人の報告義務
   - 関係遮断のための組織的対応

■ 社会との関わり

1. 環境保全活動
   - 省エネ・省資源の推進
   - 廃棄物の削減とリサイクル
   - 環境負荷の少ない商品開発
   - 地域の環境活動への参加","4"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","2. 地域社会への貢献
   - 地域イベントへの積極参加
   - 地域産品の積極的な取扱い
   - 食育活動の推進
   - 災害時の支援活動

3. 情報発信と対話
   - 正確で透明性の高い情報開示
   - ステークホルダーとの対話促進
   - SNS利用時の責任ある行動
   - 会社の評判を損なう言動の禁止

■ 違反時の対応

1. 報告義務
   - 違反行為を発見した場合の報告義務
   - 内部通報制度（スノーホットライン）の利用
   - 通報者の保護
   - 誠実な調査への協力","5"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","2. 違反時の処分
   - 就業規則に基づく懲戒処分
   - 是正措置と再発防止策の実施
   - 関係当局への報告（必要時）
   - 被害者への適切な対応

■ 行動規範の浸透と見直し

1. 教育・研修
   - 入社時の行動規範研修
   - 定期的な倫理研修
   - 事例に基づく討議
   - 管理職による率先垂範

2. モニタリングと見直し
   - 定期的なコンプライアンス調査
   - 行動規範の定期的見直し
   - 社会環境変化への対応
   - 従業員からのフィードバック反映","6"
"DOC023","従業員行動規範","規範","人事部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","1.0","※ 本行動規範は2024年2月改訂版です。スノーリテールの全従業員は、
本行動規範を理解し、日々の業務において実践してください。
行動規範に関する質問や懸念事項は、上長または法務・コンプライアンス部に
相談してください。","7"
"DOC002","プライベートブランド商品開発ガイドライン","ガイドライン","商品開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.1","1. スノーリテールPB商品の開発方針
私たちのPB商品は、「品質」「価格」「独自性」の3つの価値を
提供することを目指します。

2. 商品開発プロセス
Step1: 市場調査とニーズ分析
Step2: 商品コンセプトの策定
Step3: 製造委託先の選定
Step4: 品質テストと改良
Step5: パッケージデザインと価格設定
Step6: 販売計画の策定

3. 品質基準
- 原材料は国内産を優先的に使用
- 添加物の使用は必要最小限に抑える
- 製造工程の厳密な品質管理
- 定期的な品質検査の実施","0"
"DOC002","プライベートブランド商品開発ガイドライン","ガイドライン","商品開発部","2025-03-01 17:00:00.000","2025-03-01 17:00:00.000","2.1","4. 価格設定
- ナショナルブランドと比較して20-30%低価格
- 適正な利益率の確保
- 価格帯別の商品展開","1"
